280,671
280,671
322,678
333,746
331,770
356,787
380,757
405,760
420,660
460,650
435,600
455,600
480,490
530,440
570,450
690,360
720,295
777,280
787,310
777,330
787,415
865,370
895,320
945,290
940,270
897,255
890,225
915,185
908,140
880,110
945,25
830,85
840,120
800,180
750,195
725,180
740,145
785,125
780,85
720,88
660,150
700,230
680,340
585,405
480,435
465,520
410,620
350,616
330,640
280,671
